Navn,Parti,Afspilninger,Fans,Engagement,Reaktioner per afspilning,Delinger,Profile Likes,Likes,Kommentarer,Antal opslag,Profile Videos count (overall),Følgerudvikling,Totalt antal interaktioner,Video length in s (average),Profile-ID,Link,Interaktioner per afspilning,Storkreds,Køn,Uge
Ruben Kidde,Radikale Venstre,1004,4,0.4642857143,0.001849743882,0,24,13,0,1,3,0,13,13,7144996857130009606,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7144996857130009606&n=TIKTOK&tl0=profiles,0.01294820717,Københavns Storkreds,,20221026
Andreas Steenberg,Radikale Venstre,985,128,0.06480410922,0.04618069458,0,926,43,7,4,21,13,50,40.5,7147784768871695366,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7147784768871695366&n=TIKTOK&tl0=profiles,0.05076142132,Østjyllands Storkreds,,20221026
Githa Nelander,Nye Borgerlige,972,32,0.1383928571,0.004556143445,0,81,27,4,1,4,2,31,23,7141691570097751046,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7141691570097751046&n=TIKTOK&tl0=profiles,0.03189300412,Sjællands Storkreds,,20221026
Alexander Klitgaard Mikkelsen,Konservative,902,59,0.1138014528,0.007443775736,0,679,46,1,1,7,2,47,36,6972807697470145541,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6972807697470145541&n=TIKTOK&tl0=profiles,0.05210643016,Nordjyllands Storkreds,,20221026
Barbara Krarup Hansen,Socialdemokratiet,889,103,0.04438280166,0.005142214366,0,191,25,7,1,35,3,32,15,179082956785778688,https://www.fanpagekarma.com/discovery?view=PROFILES&id=179082956785778688&n=TIKTOK&tl0=profiles,0.03599550056,Sydjyllands Storkreds,K,20221026
Sabrina Louise Christiansen,Enhedslisten,867,189,0.04275996113,0.007249958807,0,2265,42,2,1,12,11,44,15,7145498391425287174,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145498391425287174&n=TIKTOK&tl0=profiles,0.05074971165,Sydjyllands Storkreds,,20221026
Marianne Bigum,SF,853,66,0.06593406593,0.00502428404,0,685,30,0,2,15,6,30,15.5,7104355129516672005,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7104355129516672005&n=TIKTOK&tl0=profiles,0.03516998828,Nordsjællands Storkreds,M,20221026
Mike Fonseca,Moderaterne,828,143,0.02597402597,0.004485852312,0,3780,26,0,1,56,1,26,18,6831487138884011014,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6831487138884011014&n=TIKTOK&tl0=profiles,0.03140096618,Københavns Omegns Storkreds,K,20221026
Nanna Høyrup,Alternativet,826,40,0.1107142857,0.005361466621,0,135,29,2,1,15,2,31,15,7139824418595800070,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7139824418595800070&n=TIKTOK&tl0=profiles,0.03753026634,Nordsjællands Storkreds,,20221026
Noah Reinert Sturis,Alternativet,798,35,0.1265306122,0.005549588256,0,69,29,2,1,3,1,31,89,6909703094159426566,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6909703094159426566&n=TIKTOK&tl0=profiles,0.03884711779,Københavns Storkreds,,20221026
Sigurd Agersnap,SF,753,46,0.06976744186,0.003984063745,2,1177,15,4,1,12,4,21,17,7128102618572227589,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7128102618572227589&n=TIKTOK&tl0=profiles,0.02788844622,Københavns Omegns Storkreds,M,20221026
Helle Bonnesen,Konservative,715,50,0.05951367781,0.03456831194,0,98,20,0,3,9,7,20,20,7102821853895721990,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7102821853895721990&n=TIKTOK&tl0=profiles,0.02797202797,Københavns Storkreds,,20221026
Lene Burchardt,Konservative,708,70,0.04285714286,0.008708112875,0,366,21,0,2,16,1,21,12.5,7145814499442148357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145814499442148357&n=TIKTOK&tl0=profiles,0.02966101695,Nordjyllands Storkreds,,20221026
Anders Kronborg,Socialdemokratiet,626,12,0.3,0.01006419101,0,94,21,1,2,19,1,22,42,7113073966605321221,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7113073966605321221&n=TIKTOK&tl0=profiles,0.03514376997,Sydjyllands Storkreds,M,20221026
Nye Borgerliges Ungdom,Nye Borgerlige,500,317,0.01216764308,0.007714285714,1,1745,26,0,1,10,19,27,9,7118787278914552837,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7118787278914552837&n=TIKTOK&tl0=profiles,0.054,,,20221026
Dennis Flydtkjær,Danmarksdemokraterne,468,12,0.2967032967,0.008241758242,0,26,26,1,1,1,-1,27,100,6859794938125796357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6859794938125796357&n=TIKTOK&tl0=profiles,0.05769230769,Vestjyllands Storkreds,M,20221026
Jakob Engel-Schmidt,Moderaterne,385,234,0.008771929825,0.005194805195,1,1101,11,2,1,14,14,14,22,7141307814983271430,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7141307814983271430&n=TIKTOK&tl0=profiles,0.03636363636,Nordsjællands Storkreds,,20221026
Carina Bloch Simonsen,Moderaterne,319,81,0.007142857143,0.001791312136,0,244,4,0,1,32,3,4,10,7140351064251515909,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7140351064251515909&n=TIKTOK&tl0=profiles,0.01253918495,Nordsjællands Storkreds,,20221026
Linea Søgaard-Lidell,Venstre ,185,307,0.005135387488,0.008494208494,0,1923,11,0,1,13,7,11,10,7091002616524489733,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7091002616524489733&n=TIKTOK&tl0=profiles,0.05945945946,Københavns Storkreds,K,20221026
Marcus Danielsson,Venstre ,74,596,4.78E-04,0.003861003861,0,21600,2,0,1,35,1,2,3,7128318160525460485,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7128318160525460485&n=TIKTOK&tl0=profiles,0.02702702703,Sjællands Storkreds,,20221026
Benjamin Jørgensen,SF,18,80,0,0,0,72,0,0,1,4,4,0,14,6808110088747893765,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6808110088747893765&n=TIKTOK&tl0=profiles,0,Nordjyllands Storkreds,,20221026
Elena Bjerregaard Ryan,Frie Grønne,0,17,0,0,0,0,0,0,0,0,0,0,0,6808428255155799045,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6808428255155799045&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20221026
Kathrine Olldag,Radikale Venstre,0,81,0,0,0,0,0,0,0,0,1,0,0,7096344788479296517,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7096344788479296517&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,K,20221026
HC Molbech,Alternativet,0,26,0,0,0,26,0,0,0,1,3,0,0,7044643220781155334,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7044643220781155334&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20221026
Helle Wium,Alternativet,0,35,0,0,0,9,0,0,0,1,4,0,0,7145008986009928710,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145008986009928710&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,,20221026
Laura Guldager Thomasen,Dansk Folkeparti,0,56,0,0,0,0,0,0,0,0,0,0,0,100420468330983424,https://www.fanpagekarma.com/discovery?view=PROFILES&id=100420468330983424&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20221026
Troels Christian Jakobsen,Alternativet,0,58,0,0,0,62,0,0,0,2,3,0,0,7145032895836292102,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145032895836292102&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20221026
Iben Kiilerich Krog,Venstre ,0,0,0,0,0,0,0,0,0,0,0,0,0,7141662184002634757,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7141662184002634757&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20221026
Katrine Robsøe,Radikale Venstre,0,95,0,0,0,174,0,0,0,7,3,0,0,7135428813689095174,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135428813689095174&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,,20221026
Mathias Landeværn,Danmarksdemokraterne,0,22,0,0,0,143,0,0,0,4,0,0,0,6925517731580855302,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6925517731580855302&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20221026
Milo Jacobsen Gaarde,SF,0,109,0,0,0,255,0,0,0,1,4,0,0,6680414438334530566,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6680414438334530566&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20221026
Rasmus Jarlov,Konservative,0,,0,0,0,,0,0,0,,,0,0,7011096327014630406,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7011096327014630406&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,,20221026
Meritta Bjerregaard,SF,0,70,0,0,0,16,0,0,0,1,2,0,0,7089046635745788934,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7089046635745788934&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,K,20221026
Venstre,Venstre ,0,379,0,0,0,26,0,0,0,0,61,0,0,7100851582459216902,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7100851582459216902&n=TIKTOK&tl0=profiles,,,,20221026
Kim Lei Jensen,Radikale Venstre,0,39,0,0,0,26,0,0,0,3,0,0,0,6743174425275483142,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6743174425275483142&n=TIKTOK&tl0=profiles,,Fyns Storkreds,M,20221026
Tobias Bennedsen,Konservative,0,98,0,0,0,164,0,0,0,2,2,0,0,7135542960062202886,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135542960062202886&n=TIKTOK&tl0=profiles,,Fyns Storkreds,M,20221026
Denise Rostgaard,Nye Borgerlige,0,74,0,0,0,14,0,0,0,2,2,0,0,7034147096198972421,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7034147096198972421&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20221026
Mathilde Lissau,Radikale Venstre,0,3,0,0,0,0,0,0,0,0,0,0,0,7101543593068430341,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7101543593068430341&n=TIKTOK&tl0=profiles,,Bornholms Storkreds,,20221026
Louise Brown,Liberal Alliance,0,421,0,0,0,4221,0,0,0,10,30,0,0,6821549324234966022,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6821549324234966022&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20221026
Jeppe Søe,Moderaterne,0,1415,0,0,0,11500,0,0,0,14,16,0,0,6645212034005745669,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6645212034005745669&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20221026
Kim Valentin,Venstre ,0,99,0,0,0,157,0,0,0,10,8,0,0,7133877440279577606,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7133877440279577606&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20221026
Jan Bigum Warming,Nye Borgerlige,0,659,0,0,0,2708,0,0,0,35,2,0,0,7143003993349817349,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7143003993349817349&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20221026
Louise Siv Ebbesen,Liberal Alliance,0,98,0,0,0,737,0,0,0,4,3,0,0,7102866221432226822,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7102866221432226822&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20221026
Fie Hækkerup,Socialdemokratiet,0,46,0,0,0,117,0,0,0,7,0,0,0,149003295540301824,https://www.fanpagekarma.com/discovery?view=PROFILES&id=149003295540301824&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20221026
Sandra Elisabeth Skalvig,Liberal Alliance,0,25,0,0,0,0,0,0,0,0,3,0,0,7101993106031182853,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7101993106031182853&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20221026
Lars Corvinius Olesen,Alternativet,0,,0,0,0,,0,0,0,,,0,0,6835670234625606662,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6835670234625606662&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20221026
Regitze Harslund Sancoeur,Konservative,0,64,0,0,0,205,0,0,0,16,0,0,0,7082358225052943365,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7082358225052943365&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20221026
Anne Valentina Berthelsen,SF,0,125,0,0,0,731,0,0,0,8,8,0,0,7058160981087781893,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7058160981087781893&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20221026
Clara Wolf,Alternativet,0,48,0,0,0,18,0,0,0,1,2,0,0,7054634556058403845,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7054634556058403845&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20221026
Susan Kronborg,Radikale Venstre,0,5,0,0,0,0,0,0,0,0,0,0,0,6992657143825761286,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6992657143825761286&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20221026
Carsten Andersen,Liberal Alliance,0,670,0,0,0,10400,0,0,0,23,41,0,0,6959278781518906373,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6959278781518906373&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20221026
Svend Stein Olsen,Liberal Alliance,0,40,0,0,0,0,0,0,0,0,0,0,0,6890899542423061510,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6890899542423061510&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20221026
Lars Boje Mathiesen,Nye Borgerlige,0,80,0,0,0,19,0,0,0,1,5,0,0,6706164864933774341,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6706164864933774341&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,M,20221026
Sólbjørg Jakobsen,Liberal Alliance,0,105,0,0,0,17,0,0,0,1,16,0,0,6817376005268964357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6817376005268964357&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20221026
Helene Liliendahl Brydensholt,Alternativet,0,81,0,0,0,290,0,0,0,6,3,0,0,7118995779134161926,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7118995779134161926&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,K,20221026
Sabrina Christiansen Broch,Enhedslisten,0,18,0,0,0,0,0,0,0,0,3,0,0,7135538510404256774,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135538510404256774&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,,20221026
Thomas Vedsted Rothman,Nye Borgerlige,0,1,0,0,0,0,0,0,0,0,1,0,0,7146189097168897029,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146189097168897029&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,,20221026
Dansk Folkepartis Ungdom,Dansk Folkeparti,0,1295,0,0,0,14000,0,0,0,18,11,0,0,7015602857539175429,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7015602857539175429&n=TIKTOK&tl0=profiles,,,,20221026
Malte Jäger,Nye Borgerlige,0,278,0,0,0,1505,0,0,0,39,23,0,0,6889899921324819462,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6889899921324819462&n=TIKTOK&tl0=profiles,,Fyns Storkreds,,20221026
Nilas Bay-Foged,Alternativet,0,36,0,0,0,76,0,0,0,3,2,0,0,7126288351304385541,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7126288351304385541&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,,20221026
Theresa Berg Andersen,SF,0,244,0,0,0,1572,0,0,0,12,1,0,0,6791476804010083334,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6791476804010083334&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20221026
Mikkel Høj Bagger Larsson,Alternativet,0,203,0,0,0,2081,0,0,0,13,16,0,0,7103275822135608325,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7103275822135608325&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,M,20221026
Michael Rachlin,Radikale Venstre,0,88,0,0,0,0,0,0,0,0,0,0,0,7100461766391514117,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7100461766391514117&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20221026
Freya Luna,Moderaterne,0,141,0,0,0,3203,0,0,0,7,1,0,0,158754325798772736,https://www.fanpagekarma.com/discovery?view=PROFILES&id=158754325798772736&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,,20221026
Astrid Vang Hansen,Enhedslisten,0,16,0,0,0,0,0,0,0,0,1,0,0,7109476556850611206,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7109476556850611206&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20221026
Nikoline Linnemann Prehn,Socialdemokratiet,0,,0,0,0,,0,0,0,,,0,0,7111250960077063173,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7111250960077063173&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20221026
Pia Thorsen,Enhedslisten,0,10,0,0,0,0,0,0,0,0,1,0,0,6761056369707156486,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6761056369707156486&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20221026
Marianne Porsborg,Liberal Alliance,0,10,0,0,0,0,0,0,0,0,1,0,0,7148400425018950662,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7148400425018950662&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,,20221026
Rebecca Marie Johansson,Radikale Venstre,0,156,0,0,0,46,0,0,0,3,0,0,0,8448405,https://www.fanpagekarma.com/discovery?view=PROFILES&id=8448405&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20221026
Ole Birk Olesen,Liberal Alliance,0,2187,0,0,0,16800,0,0,0,20,54,0,0,7034196579150300166,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7034196579150300166&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20221026
Henrik Vindfeldt,Alternativet,0,142,0,0,0,1032,0,0,0,10,1,0,0,6820350388744700934,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6820350388744700934&n=TIKTOK&tl0=profiles,,NA,M,20221026
Dan Foss Kragh,Konservative,0,0,0,0,0,0,0,0,0,0,0,0,0,7082310736424305670,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7082310736424305670&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,,20221026
Morten Messerschmidt,Dansk Folkeparti,0,,0,0,0,,0,0,0,,,0,0,7073363296087688197,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7073363296087688197&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20221026
FINN ANDERSEN,Kristendemokraterne,0,24,0,0,0,13,0,0,0,2,1,0,0,7066461378228126726,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7066461378228126726&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,M,20221026
Tina Lund Sørensen,Venstre ,0,56,0,0,0,186,0,0,0,1,3,0,0,7139183583684527109,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7139183583684527109&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20221026
Alex Vanopslagh,Liberal Alliance,0,29400,0,0,0,41300,0,0,0,5,5100,0,0,6822169475418326022,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6822169475418326022&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,M,20221026
Lars Bregnbak,Danmarksdemokraterne,0,30,0,0,0,455,0,0,0,3,3,0,0,7058900806833308677,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7058900806833308677&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,,20221026
Andreas Karlsen,Konservative,0,302,0,0,0,4712,0,0,0,9,25,0,0,6707900828898870277,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6707900828898870277&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,M,20221026
Maja Torp,Venstre ,0,67,0,0,0,0,0,0,0,0,1,0,0,7109084575787992069,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7109084575787992069&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20221026
Tobias Grotkjær,Moderaterne,0,100,0,0,0,10,0,0,0,0,4,0,0,7100915612511978501,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7100915612511978501&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,M,20221026
Christoffer Emil Jexen,Enhedslisten,0,6,0,0,0,0,0,0,0,0,0,0,0,7129941580178146310,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129941580178146310&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,,20221026
Tom Andkjær,Nye Borgerlige,0,197,0,0,0,135,0,0,0,19,0,0,0,83753309089521664,https://www.fanpagekarma.com/discovery?view=PROFILES&id=83753309089521664&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20221026
Halime Oguz,SF,0,27,0,0,0,0,0,0,0,0,0,0,0,7085062708260979718,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7085062708260979718&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20221026
Lars Arne Christensen,Moderaterne,0,53,0,0,0,40,0,0,0,3,10,0,0,7142268488261043205,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7142268488261043205&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,,20221026
Lars Løkke Rasmussen,Moderaterne,0,4771,0,0,0,22400,0,0,0,8,307,0,0,7146928677090493446,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146928677090493446&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20221026
Hans Andersen,Venstre ,0,71,0,0,0,133,0,0,0,4,4,0,0,7139478669806978053,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7139478669806978053&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,M,20221026
DSU,Socialdemokratiet,0,1740,0,0,0,37200,0,0,0,84,42,0,0,7010793504905954310,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7010793504905954310&n=TIKTOK&tl0=profiles,,,,20221026
Steffen Holme Helledie,Radikale Venstre,0,26,0,0,0,0,0,0,0,0,1,0,0,7075988139052073990,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7075988139052073990&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,M,20221026
