Navn,Parti,Afspilninger,Fans,Engagement,Reaktioner per afspilning,Delinger,Profile Likes,Likes,Kommentarer,Antal opslag,Profile Videos count (overall),Følgerudvikling,Totalt antal interaktioner,Video length in s (average),Profile-ID,Link,Interaktioner per afspilning,Storkreds,Køn,Uge
Lene Burchardt,Konservative,971,63,0.1346290483,0.01867742553,0,282,49,0,3,10,17,49,15.66666667,7145814499442148357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145814499442148357&n=TIKTOK&tl0=profiles,0.05046343975,Nordjyllands Storkreds,,20221012
Mike Fonseca,Moderaterne,949,141,0.04489795918,0.006623513473,0,3696,44,0,1,55,3,44,8,6831487138884011014,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6831487138884011014&n=TIKTOK&tl0=profiles,0.04636459431,Københavns Omegns Storkreds,K,20221012
Jacob Netteberg,Radikale Venstre,901,54,0.06850774498,0.01195943119,1,120,23,1,3,23,7,25,35.33333333,6817679944002388998,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6817679944002388998&n=TIKTOK&tl0=profiles,0.02774694784,Nordsjællands Storkreds,M,20221012
Noah Reinert Sturis,Alternativet,755,30,0.1477832512,0.005676442763,1,20,24,5,1,1,3,30,120,6909703094159426566,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6909703094159426566&n=TIKTOK&tl0=profiles,0.03973509934,Københavns Storkreds,,20221012
Marianne Karlberg,Frie Grønne,740,239,0.01684341859,0.005212355212,0,12800,24,3,1,9,13,27,36,7135807500985779206,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135807500985779206&n=TIKTOK&tl0=profiles,0.03648648649,Sydjyllands Storkreds,K,20221012
Barbara Krarup Hansen,Socialdemokratiet,712,100,0.027696793,0.003812199037,0,162,5,14,1,34,3,19,15,179082956785778688,https://www.fanpagekarma.com/discovery?view=PROFILES&id=179082956785778688&n=TIKTOK&tl0=profiles,0.02668539326,Sydjyllands Storkreds,K,20221012
Yadvinder Singh,Frie Grønne,665,694,0.005557842734,0.005800214823,0,13800,27,0,1,35,30,27,21,7070578549622670341,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7070578549622670341&n=TIKTOK&tl0=profiles,0.04060150376,Sjællands Storkreds,M,20221012
Steen Holm Iversen,Konservative,647,29,0.2188013136,0.01683886829,5,46,33,1,2,4,6,39,40.5,7050510663681623045,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7050510663681623045&n=TIKTOK&tl0=profiles,0.06027820711,Sydjyllands Storkreds,M,20221012
Linea Søgaard-Lidell,Venstre ,636,262,0.01440092166,0.005615453729,0,1819,24,1,1,12,29,25,33,7091002616524489733,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7091002616524489733&n=TIKTOK&tl0=profiles,0.0393081761,Københavns Storkreds,K,20221012
Rikke Norlyk,Konservative,612,21,0.05882352941,0.001633986928,0,28,7,0,1,6,7,7,89,7093097654704489478,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7093097654704489478&n=TIKTOK&tl0=profiles,0.0114379085,Sydjyllands Storkreds,,20221012
Asham Agha Nadeem,Frie Grønne,503,3631,7.87E-04,0.005680204487,0,121300,20,0,1,21,-6,20,27,6760638649496683525,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6760638649496683525&n=TIKTOK&tl0=profiles,0.03976143141,Københavns Omegns Storkreds,M,20221012
Nanna Høyrup,Alternativet,435,34,0.04667422525,0.006052958036,0,96,8,1,2,14,8,9,19.5,7139824418595800070,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7139824418595800070&n=TIKTOK&tl0=profiles,0.02068965517,Nordsjællands Storkreds,,20221012
Kim Malmberg Hansen,Dansk Folkeparti,293,3736,6.64E-04,0.008288639688,0,2642,14,3,1,38,81,17,134,6832192130841134086,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6832192130841134086&n=TIKTOK&tl0=profiles,0.05802047782,Københavns Storkreds,M,20221012
Karsten Byrgesen,Nye Borgerlige,29,6,0.1071428571,0.01477832512,1,0,2,0,1,1,6,3,14,7131992909088834565,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7131992909088834565&n=TIKTOK&tl0=profiles,0.1034482759,Sydjyllands Storkreds,M,20221012
Mira Issa Bloch,Alternativet,25,28,0.005494505495,0.005714285714,0,5,1,0,1,2,7,1,28,6847165125147280389,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6847165125147280389&n=TIKTOK&tl0=profiles,0.04,Østjyllands Storkreds,,20221012
Tobias Grotkjær,Moderaterne,0,94,0,0,0,0,0,0,0,0,3,0,0,7100915612511978501,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7100915612511978501&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,M,20221012
Freya Luna,Moderaterne,0,139,0,0,0,3203,0,0,0,7,0,0,0,158754325798772736,https://www.fanpagekarma.com/discovery?view=PROFILES&id=158754325798772736&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,,20221012
Rebecca Marie Johansson,Radikale Venstre,0,152,0,0,0,39,0,0,0,2,1,0,0,8448405,https://www.fanpagekarma.com/discovery?view=PROFILES&id=8448405&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20221012
Svend Stein Olsen,Liberal Alliance,0,40,0.00E+00,0,0,0,0,0,0,0,0,0,0,6890899542423061510,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6890899542423061510&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20221012
Alternativet,Alternativet,0,320,0,0,0,891,0,0,0,6,124,0,0,7138325907227722757,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7138325907227722757&n=TIKTOK&tl0=profiles,,,,20221012
Marianne Porsborg,Liberal Alliance,0,2,0,0,0,0,0,0,0,0,1,0,0,7148400425018950662,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7148400425018950662&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,,20221012
Christina Sade Olumeko,Alternativet,0,143,0,0,0,1277,0,0,0,13,17,0,0,7107772229865964549,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7107772229865964549&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20221012
Jakob Ellemann-Jensen,Venstre ,0,,0,0,0,,0,0,0,,,0,0,7148380785120592901,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7148380785120592901&n=TIKTOK&tl0=profiles,,,,20221012
Astrid Vang Hansen,Enhedslisten,0,14,0,0,0,0,0,0,0,0,0,0,0,7109476556850611206,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7109476556850611206&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20221012
Claus Bøgh Svenningsen,Nye Borgerlige,0,33,0,0,0,0,0,0,0,0,4,0,0,6908874522196837381,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6908874522196837381&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20221012
Nilas Bay-Foged,Alternativet,0,29,0,0,0,70,0,0,0,3,7,0,0,7126288351304385541,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7126288351304385541&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,,20221012
Dansk Folkepartis Ungdom,Dansk Folkeparti,0,1272,0,0,0,14000,0,0,0,18,13,0,0,7015602857539175429,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7015602857539175429&n=TIKTOK&tl0=profiles,,,,20221012
Nikoline Linnemann Prehn,Socialdemokratiet,0,53,0,0,0,0,0,0,0,0,10,0,0,7111250960077063173,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7111250960077063173&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20221012
Theresa Berg Andersen,SF,0,243,0,0,0,1572,0,0,0,12,2,0,0,6791476804010083334,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6791476804010083334&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20221012
Alex Vanopslagh,Liberal Alliance,0,20400,0,0,0,34700,0,0,0,5,4500,0,0,6822169475418326022,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6822169475418326022&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,M,20221012
Henrik Vindfeldt,Alternativet,0,140,0,0,0,1032,0,0,0,10,0,0,0,6820350388744700934,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6820350388744700934&n=TIKTOK&tl0=profiles,,NA,M,20221012
Pia Thorsen,Enhedslisten,0,9,0,0,0,0,0,0,0,0,0,0,0,6761056369707156486,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6761056369707156486&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20221012
Malene Ingwersen,Enhedslisten,0,16,0,0,0,0,0,0,0,0,0,0,0,6737273588393444358,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6737273588393444358&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20221012
Siff Tang Lassen,Konservative,0,205,0,0,0,1407,0,0,0,24,7,0,0,6926222618236716037,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6926222618236716037&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,K,20221012
Hanne Bjørn-Klausen,Konservative,0,42,0,0,0,28,0,0,0,2,0,0,0,6867187340700681221,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6867187340700681221&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,,20221012
Emil Samaras ,Enhedslisten,0,220,0,0,0,1674,0,0,0,27,5,0,0,7125302595979920390,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7125302595979920390&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20221012
Henriette Søvind,Konservative,0,82,0,0,0,0,0,0,0,0,4,0,0,7117678255969633285,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7117678255969633285&n=TIKTOK&tl0=profiles,,Bornholms Storkreds,K,20221012
Clara Wolf,Alternativet,0,43,0,0,0,17,0,0,0,1,9,0,0,7054634556058403845,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7054634556058403845&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20221012
Annette Juhler Kjær,Konservative,0,2,0,0,0,0,0,0,0,0,0,0,0,7052043224550884358,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7052043224550884358&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20221012
Louise Siv Ebbesen,Liberal Alliance,0,88,0,0,0,712,0,0,0,4,11,0,0,7102866221432226822,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7102866221432226822&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20221012
Clara Halvorsen,Radikale Venstre,0,225,0,0,0,1289,0,0,0,21,14,0,0,7125797508358308870,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7125797508358308870&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20221012
Sabrina Christiansen Broch,Enhedslisten,0,14,0,0,0,0,0,0,0,0,2,0,0,7135538510404256774,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135538510404256774&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,,20221012
Casper Øhlers,Konservative,0,1455,0,0,0,35200,0,0,0,78,118,0,0,7065627173391107077,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7065627173391107077&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20221012
Lars Boje Mathiesen,Nye Borgerlige,0,67,0,0,0,18,0,0,0,1,12,0,0,6706164864933774341,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6706164864933774341&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,M,20221012
Magnus Von Dreiager,Konservative,0,165,0,0,0,920,0,0,0,3,4,0,0,7088528065630798853,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7088528065630798853&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20221012
Benjamin Jørgensen,SF,0,76,0,0,0,70,0,0,0,3,5,0,0,6808110088747893765,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6808110088747893765&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20221012
Thomas Vedsted Rothman,Nye Borgerlige,0,0,0,0,0,0,0,0,0,0,0,0,0,7146189097168897029,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146189097168897029&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,,20221012
Sabine Nicoline Lyngberg,Dansk Folkeparti,0,4,0,0,0,0,0,0,0,0,0,0,0,7018520565506966533,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7018520565506966533&n=TIKTOK&tl0=profiles,,Bornholms Storkreds,K,20221012
Camillo Krog,Konservative,0,60,0,0,0,152,0,0,0,11,1,0,0,7074931412352910342,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7074931412352910342&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20221012
Maja Torp,Venstre ,0,63,0,0,0,0,0,0,0,0,3,0,0,7109084575787992069,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7109084575787992069&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20221012
Steffen Holme Helledie,Radikale Venstre,0,25,0,0,0,0,0,0,0,0,1,0,0,7075988139052073990,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7075988139052073990&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,M,20221012
Regitze Harslund Sancoeur,Konservative,0,63,0,0,0,197,0,0,0,15,0,0,0,7082358225052943365,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7082358225052943365&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20221012
Nye Borgerliges Ungdom,Nye Borgerlige,0,265,0,0,0,1345,0,0,0,8,32,0,0,7118787278914552837,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7118787278914552837&n=TIKTOK&tl0=profiles,,,,20221012
Fie Hækkerup,Socialdemokratiet,0,43,0,0,0,117,0,0,0,7,0,0,0,149003295540301824,https://www.fanpagekarma.com/discovery?view=PROFILES&id=149003295540301824&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20221012
Ruben Kidde,Radikale Venstre,0,3,0,0,0,10,0,0,0,2,0,0,0,7144996857130009606,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7144996857130009606&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20221012
Christoffer Emil Jexen,Enhedslisten,0,6,0,0,0,0,0,0,0,0,1,0,0,7129941580178146310,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129941580178146310&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,,20221012
Michael Rachlin,Radikale Venstre,0,88,0,0,0,0,0,0,0,0,-1,0,0,7100461766391514117,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7100461766391514117&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20221012
Marina Andersen,Moderaterne,0,36,0,0,0,44,0,0,0,2,7,0,0,7135000472469636101,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135000472469636101&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20221012
Dan Foss Kragh,Konservative,0,0,0,0,0,0,0,0,0,0,0,0,0,7082310736424305670,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7082310736424305670&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,,20221012
Tom Andkjær,Nye Borgerlige,0,192,0,0,0,135,0,0,0,19,4,0,0,83753309089521664,https://www.fanpagekarma.com/discovery?view=PROFILES&id=83753309089521664&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20221012
Iben Kiilerich Krog,Venstre ,0,0,0,0,0,0,0,0,0,0,0,0,0,7141662184002634757,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7141662184002634757&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20221012
Elena Bjerregaard Ryan,Frie Grønne,0,17,0,0,0,0,0,0,0,0,0,0,0,6808428255155799045,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6808428255155799045&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20221012
Tobias Bennedsen,Konservative,0,94,0,0,0,152,0,0,0,2,10,0,0,7135542960062202886,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135542960062202886&n=TIKTOK&tl0=profiles,,Fyns Storkreds,M,20221012
Helle Bonnesen,Konservative,0,32,0,0,0,0,0,0,0,0,3,0,0,7102821853895721990,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7102821853895721990&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20221012
Dennis Flydtkjær,Danmarksdemokraterne,0,13,0,0,0,85,0,0,0,2,0,0,0,6859794938125796357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6859794938125796357&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20221012
Denise Rostgaard,Nye Borgerlige,0,71,0,0,0,5,0,0,0,1,3,0,0,7034147096198972421,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7034147096198972421&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20221012
Enhedslisten,Enhedslisten,0,3927,0,0,0,89900,0,0,0,39,0,0,0,6932199707230635014,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6932199707230635014&n=TIKTOK&tl0=profiles,,,,20221012
Laura Guldager Thomasen,Dansk Folkeparti,0,55,0,0,0,0,0,0,0,0,4,0,0,100420468330983424,https://www.fanpagekarma.com/discovery?view=PROFILES&id=100420468330983424&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20221012
Mathilde Lissau,Radikale Venstre,0,3,0,0,0,0,0,0,0,0,0,0,0,7101543593068430341,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7101543593068430341&n=TIKTOK&tl0=profiles,,Bornholms Storkreds,,20221012
Kim Lei Jensen,Radikale Venstre,0,39,0,0,0,16,0,0,0,2,0,0,0,6743174425275483142,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6743174425275483142&n=TIKTOK&tl0=profiles,,Fyns Storkreds,M,20221012
HC Molbech,Alternativet,0,21,0,0,0,26,0,0,0,1,2,0,0,7044643220781155334,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7044643220781155334&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20221012
Troels Christian Jakobsen,Alternativet,0,48,0,0,0,53,0,0,0,2,13,0,0,7145032895836292102,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145032895836292102&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20221012
Helle Wium,Alternativet,0,27,0,0,0,7,0,0,0,1,6,0,0,7145008986009928710,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145008986009928710&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,,20221012
Konservativ Ungdom,Konservative,0,2614,0,0,0,53000,0,0,0,99,48,0,0,6782560090551288837,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6782560090551288837&n=TIKTOK&tl0=profiles,,,,20221012
Kathrine Olldag,Radikale Venstre,0,77,0,0,0,0,0,0,0,0,5,0,0,7096344788479296517,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7096344788479296517&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,K,20221012
Klaus Bondam,Radikale Venstre,0,88,0,0,0,107,0,0,0,10,6,0,0,7133565516417549318,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7133565516417549318&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20221012
Anne Valentina Berthelsen,SF,0,109,0,0,0,722,0,0,0,8,6,0,0,7058160981087781893,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7058160981087781893&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20221012
Melina Andersen,SF,0,19,0,0,0,14,0,0,0,2,0,0,0,7146153955624846341,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146153955624846341&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20221012
Sólbjørg Jakobsen,Liberal Alliance,0,85,0,0,0,17,0,0,0,1,17,0,0,6817376005268964357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6817376005268964357&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20221012
Alexander Klitgaard Mikkelsen,Konservative,0,50,0,0,0,556,0,0,0,4,0,0,0,6972807697470145541,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6972807697470145541&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20221012
Susan Kronborg,Radikale Venstre,0,5,0,0,0,0,0,0,0,0,0,0,0,6992657143825761286,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6992657143825761286&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20221012
Nicklas Hakmann Petersen,Alternativet,0,76,0,0,0,197,0,0,0,6,3,0,0,6889753978478363653,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6889753978478363653&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20221012
Brigitte Klintskov Jerkel,Konservative,0,151,0,0,0,349,0,0,0,13,22,0,0,7061630983610893318,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7061630983610893318&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20221012
Emma Juul Hansen,Konservative,0,301,0,0,0,3421,0,0,0,6,25,0,0,7097271673482003462,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7097271673482003462&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,K,20221012
Helene Liliendahl Brydensholt,Alternativet,0,68,0,0,0,261,0,0,0,6,13,0,0,7118995779134161926,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7118995779134161926&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,K,20221012
Anne Rasmussen,Venstre ,0,18,0,0,0,0,0,0,0,0,0,0,0,7024426463257822214,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7024426463257822214&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20221012
Halime Oguz,SF,0,25,0,0,0,0,0,0,0,0,3,0,0,7085062708260979718,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7085062708260979718&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20221012
Susanne Damsgaard,Dansk Folkeparti,0,14,0,0,0,23,0,0,0,1,0,0,0,7029332563635700742,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7029332563635700742&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20221012
Kim Valentin,Venstre ,0,67,0,0,0,107,0,0,0,9,11,0,0,7133877440279577606,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7133877440279577606&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20221012
Mathias Landeværn,Danmarksdemokraterne,0,22,0,0,0,143,0,0,0,4,0,0,0,6925517731580855302,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6925517731580855302&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20221012
Miralem Garagic ,Enhedslisten,0,13,0,0,0,17,0,0,0,0,0,0,0,7053765009491248134,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7053765009491248134&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,M,20221012
Monika Rubin,Moderaterne,0,177,0,0,0,1075,0,0,0,22,9,0,0,7094101549647479813,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7094101549647479813&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20221012
David Dam Jensen,SF,0,166,0,0,0,1587,0,0,0,12,9,0,0,6748011671647945734,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6748011671647945734&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20221012
Marie Bjerre,Venstre ,0,125,0,0,0,174,0,0,0,3,13,0,0,7110483086349386758,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7110483086349386758&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20221012
Sandra Elisabeth Skalvig,Liberal Alliance,0,19,0,0,0,0,0,0,0,0,6,0,0,7101993106031182853,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7101993106031182853&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20221012
Lars Corvinius Olesen,Alternativet,0,,0,0,0,,0,0,0,,,0,0,6835670234625606662,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6835670234625606662&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20221012
Troels Stru Schmidt,SF,0,47,0,0,0,140,0,0,0,3,0,0,0,7039688240836740101,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7039688240836740101&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20221012
Meritta Bjerregaard,SF,0,68,0,0,0,16,0,0,0,1,4,0,0,7089046635745788934,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7089046635745788934&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,K,20221012
FINN ANDERSEN,Kristendemokraterne,0,22,0,0,0,13,0,0,0,2,0,0,0,7066461378228126726,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7066461378228126726&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,M,20221012
Jonas Hulgaard Ammundsen,SF,0,188,0,0,0,0,0,0,0,0,1,0,0,6811064219212514309,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6811064219212514309&n=TIKTOK&tl0=profiles,,Fyns Storkreds,,20221012
Milo Jacobsen Gaarde,SF,0,26,0,0,0,0,0,0,0,0,0,0,0,6680414438334530566,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6680414438334530566&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20221012
Rasmus Jarlov,Konservative,0,,0,0,0,,0,0,0,,,0,0,7011096327014630406,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7011096327014630406&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,,20221012
Louise Brown,Liberal Alliance,0,384,0,0,0,4189,0,0,0,10,25,0,0,6821549324234966022,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6821549324234966022&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20221012
Githa Nelander,Nye Borgerlige,0,26,0,0,0,54,0,0,0,3,6,0,0,7141691570097751046,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7141691570097751046&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20221012
Tina Lund Sørensen,Venstre ,0,42,0,0,0,178,0,0,0,1,5,0,0,7139183583684527109,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7139183583684527109&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20221012
Venstre,Venstre ,0,241,0,0,0,26,0,0,0,0,53,0,0,7100851582459216902,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7100851582459216902&n=TIKTOK&tl0=profiles,,,,20221012
Morten Messerschmidt,Dansk Folkeparti,0,470,0,0,0,689,0,0,0,6,60,0,0,7073363296087688197,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7073363296087688197&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20221012
Betina Kastbjerg,Danmarksdemokraterne,0,5,0,0,0,0,0,0,0,0,1,0,0,7129847530422813702,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129847530422813702&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,,20221012
Liberal Alliance,Liberal Alliance,2823200,71400,0.4217996938,0.06687847525,7338,1300000,187487,3112,19,125,10400,197937,34.10526316,6919441762524185605,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6919441762524185605&n=TIKTOK&tl0=profiles,0.0701108671,,,20221019
