ID,Side navn,Disclaimer,Brugt i alt,Annoncer i bibliotek,Parti,Partiside eller politiker,Blok,Køn,Profil eller side,Kategori,Partileder,FTV kandidat
108368061958265,Lars Sternkopf Lillebæk. Folketingskandidat for Nye Borgerlige.,Lars Lillebæk,2171,9,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
109065231390109,Jan Køpke Christensen Nye Borgerlige,Jan Kopke Christensen,13395,15,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
109468014890483,Carsten Winther - Nye Borgerlige,Carsten-Bo Winther Petersen,1131,7,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
111902564485238,"Jes Halfdan - Folketingskandidat, Nye Borgerlige, Østjylland",Jes Halfdan Nielsen,509,15,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,
113158773469624,Pernille Vermund,Nye Borgerlige,151296,101,Nye Borgerlige,Politiker,Blå blok,Kvinde,Side,MF'ere,Partileder,FTV kandidat
131007633633768,Marianne Mørk Mathiesen,Marianne Mørk Mathiesen,5724,4,Nye Borgerlige,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
179637975862965,Ulrik Nick Lassen,Ulrik Nick Lassen,476,1,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
348747229200158,Mikkel Bjørn,Nye Borgerlige,31749,73,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,
348747229200158,Mikkel Bjørn,Sorensen Mikkel Bjorn Roland,19001,38,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,
398454550257699,Lars Boje Mathiesen,Nye Borgerlige,232943,67,Nye Borgerlige,Politiker,Blå blok,Mand,Side,MF'ere,,FTV kandidat
447825582087613,Nye Borgerlige Egedal,Nye Borgerlige Egedal,5300,4,Nye Borgerlige,Partiside,Blå blok,Partiside,Side,,,
533374726861312,Kim Edberg Andersen,Nye Borgerlige,40713,51,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
558264277704559,John Bjerg     Nye Borgerlige    Jammerbugten,Bjerg John,1138,6,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
638113892944657,Jan Bigum Warming,Jan Warming,79076,61,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,
638113892944657,Jan Bigum Warming,These ads ran without a disclaimer,768,3,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,
646746285466931,Nye Borgerlige,Nye Borgerlige,13788,11,Nye Borgerlige,Partiside,Blå blok,Partiside,Side,Nationalt parti,,
718327901589937,Mette Thiesen,Nye Borgerlige,41963,73,Nye Borgerlige,Politiker,Blå blok,Kvinde,Side,MF'ere,,FTV kandidat
786854568082867,Thomas Vedsted,These ads ran without a disclaimer,375,1,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
1076649382425904,Nye Borgerlige i Aabenraa kredsen,Jonas Zuschke,2230,3,Nye Borgerlige,Partiside,Blå blok,Partiside,Side,,,
1104790642968068,Peter Seier Christensen,Nye Borgerlige,41010,71,Nye Borgerlige,Politiker,Blå blok,Mand,Side,MF'ere,,FTV kandidat
1104790642968068,Peter Seier Christensen,Peter Seier Christensen,14228,29,Nye Borgerlige,Politiker,Blå blok,Mand,Side,MF'ere,,FTV kandidat
1290688527749987,Hans Blaaberg,Hans Blaaberg,3041,33,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,
1392451360871381,Claus Bøgh Svenningsen,Svenningsen Claus Bogh,11603,57,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
1506662992747146,Ulla Kokfelt,Nye Borgerlige,14421,83,Nye Borgerlige,Politiker,Blå blok,Kvinde,Side,,,FTV kandidat
1875899649300807,Tom Andkjær,Tom Andkjær Camargo,2961,9,Nye Borgerlige,Politiker,Blå blok,Mand,Side,,,FTV kandidat
12458150929,Radikale Venstre,Radikale Venstre,89801,206,Radikale Venstre,Partiside,Rød blok,Partiside,Side,Nationalt parti,,
110201045154,Hovedstadens Radikale Venstre,Hovedstadens Radikale Venstre,21354,60,Radikale Venstre,Partiside,Rød blok,Partiside,Side,,,
100297329347407,Peter Zinckernagel,Peter Zinckernagel,18848,16,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
101564562484880,Steffen Helledie,Steffen Holme Helledie,19810,53,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
101837259225128,Lukas Lunøe,Lukas Lunøe,4667,12,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
103666334942844,Freja Fokdal,Freja Møller Fokdal,292,1,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,
104015216329806,Christian Holm Donatzky - Radikale Venstre,Christian Holm Donatzky,11767,34,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
105588348406625,Sascha Fich,Sascha Fich,249,1,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,
106066181223394,Anders Medum Groth,Anders Medum Groth,633,2,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,
106274738631336,Klaus Bondam - Radikale Venstre,Martin Paludan,16111,12,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,
106466588623519,Clara Halvorsen,Clara Halvorsen,200,2,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
107021104933958,Edris Qasimi,Edris Qasimi,1774,3,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,
107066291627436,Thomas Rohden,Thomas Rohden,3571,14,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
107339525042468,Hikmet Altun Radikale Venstre,Hikmet Altun,4879,12,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,
108753414392521,Politik.design Folketingskandidat Bjarne Lastein,Bjarne Lastein,1878,1,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
109659338204744,Keld Marstrand Wang - Din Radikale Stemme,Keld Christensen,2161,13,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
110074700906511,Metin Lindved Aydin - Radikale Venstre,Metin Lindved Aydin,128,1,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,
110713505057966,Anders Højsted - Radikale Venstre,Anders Christian Højsted,547,5,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
112069957010051,Kim Lei-Jensen,Kim Lei-Jensen,16094,27,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
112878118142999,Charlotte Amdi Burgess - kandidat til Folketinget for Radikale Venstre,Charlotte Jennifer Amdi Burgess,1414,7,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,
113588132144811,Ruben Kidde,Ruben Kidde,68130,25,Radikale Venstre,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
116643481027130,Brian Køster - Radikale Venstre,Brian Køster,6220,33,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
116815188998165,Tine Hessner - Politiker - Radikale Venstre,Hessner Tine,5468,11,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,
116820447672825,Julius Bjørn Honoré,Julius Bjørn Honoré,463,2,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
118997815373616,Bjarne Axelsen - Liste B - Radikale Venstre,Bjarne Axelsen,1360,6,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
127344360615074,Zenia Stampe,Zenia Stampe,74231,39,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
132364993978468,Andreas Steenberg,Andreas Steenberg,84186,109,Radikale Venstre,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
144514992317873,Christian Friis Bach,Johannes Vestergaard,33190,18,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
148503605321490,Gang i Helsingør - Radikale Venstre Helsingør,Mogensen Knud,424,1,Radikale Venstre,Partiside,Rød blok,Partiside,Side,,,
148900938515423,Sofie Carsten Nielsen,Radikale Venstre,81978,71,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,MF'ere,Partileder,FTV kandidat
150628998315242,Marie Kampmann,Marie Kampmann,15114,14,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,
170821413115387,Rune Christiansen - Radikale Venstre,Christiansen Rune,5589,16,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
171415843027399,Christina Thorholm,Christina Thorholm,15930,41,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
190273501371925,Anne Sophie Callesen,Collesen Anne Sophie,3839,8,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
205520736251918,Leon Sebbelin - lokalpolitiker i Rebild,Sebbelin Leon,250,1,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,
223922604347828,Radikale Venstre - Horsens,Radikale Venstre Horsens,3300,12,Radikale Venstre,Partiside,Rød blok,Partiside,Side,,,
255662998253921,Nils Sjøberg,Radikale Venstre Sønderborg,2741,4,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
276817062372351,Lotte Rod,Lotte Rod,6897,10,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
293266234170207,Line Krogh Lay,Lay Line Krogh,9776,23,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
296162270923977,Frederik Aagaard Sørensen,Frederik Aagaard ørensen,363,2,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,
307734896005982,Radikale Venstre i Næstved,Rasmus Eliasen,200,1,Radikale Venstre,Partiside,Rød blok,Partiside,Side,,,
337594876360078,Daniel Nyboe Andersen,Andersen Daniel Nyboe,13953,39,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
345713935514777,Johan Brødsgaard,Johan Brødsgaard,567,6,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
348713338478849,Samira Nawa,Samira Nawa,32766,27,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
368675206578061,Stem Stokholm,Kristian Stokholm,1274,7,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,
420136134779327,Finn Hartvig Nielsen,Nielsen Finn Hartvig,2766,3,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
442403485851495,Morten Helveg Petersen,Morten Helveg Petersen,1000,1,Radikale Venstre,Politiker,Rød blok,Mand,Side,MEP'ere,,
447217575331947,Martin Lidegaard,Martin Lidegaard,34708,34,Radikale Venstre,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
450964118689253,"Susan Kronborg, Radikale Venstre",Susan Nielsen,3506,7,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
527398997320671,Anne Marie Geisler Andersen,Anne Marie Geister Andersen,1760,8,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
810476755802044,Kathrine Olldag,Olldag Kathrine,5691,16,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
810476755802044,Kathrine Olldag,Mette Beltoft Smidt Olesen,3633,4,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
1023800171056309,Radikale Venstre Middelfart Kommune,Radikale Venstre Middelfart Kommune,608,1,Radikale Venstre,Partiside,Rød blok,Partiside,Side,,,
1377441749244487,Rasmus Helveg Petersen,Rasmus Helveg Petersen,6179,11,Radikale Venstre,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
1438856909487306,Jacob Netteberg,Netteberg Jacob,3200,6,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
1520655051339394,Christina Rittig Falkberg,Christina Falkberg,3945,21,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
1662499827133567,Maria Katarina Nielsen,Maria Katarina Nielsen,300,1,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,
1672424246120349,Esat Sentürk,Esat Senturk,7746,19,Radikale Venstre,Politiker,Rød blok,Mand,Side,,,FTV kandidat
1776325615954207,Josefine Schlosser - Radikale Venstre,Schlosser Josefine Helene Gronnegaard,2097,8,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
1791759817712146,Katrine Robsøe,Robsøe Katrine Kjaer,19588,19,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
1809076829415056,Hanne Ringgaard Radikale Venstre,Hanne Ringgaard Møller,472,6,Radikale Venstre,Politiker,Rød blok,Kvinde,Side,,,
1835479753388173,Radikale Venstre i Nordsjælland,Christian Fink Elkjær,1762,4,Radikale Venstre,Politiker,Rød blok,Partiside,Side,,,FTV kandidat
24352982198,Ida Auken,Ida Auken,80183,24,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
24352982198,Ida Auken,These ads ran without a disclaimer,276,1,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
41459763029,Socialdemokratiet,Socialdemokratiet,1103133,239,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,Nationalt parti,,
57497067718,Mette Frederiksen,Socialdemokratiet,375821,27,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MF'ere,Partileder,FTV kandidat
88419746037,Pernille Rosenkrantz-Theil,ROSENKRANTZ-THEIL PERNILLE,4628,5,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
126084211821,Danmarks Socialdemokratiske Ungdom (DSU),Danmarks Socialdemokratiske Ungdom,17508,12,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
133121536016,Kim Eskesen,Kim Eskesen,9788,25,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
165381490043,Socialdemokraterne i Furesø,Socialdemokraterne i Furesø,400,1,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
343938391806,Leif Lahn Jensen,Brogaard Frank Nielsen,104,1,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
100101258932691,Thomas Horn,Thomas Horn,150,2,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
100282381897734,Frederik Enevoldsen i Folketinget,Frederik Valdemar Brondahl Enevoldsen,39353,21,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
100290682249512,"Lars Thaarbøl, Socialdemokratisk kommunalbestyrelsesmedlem",Lars Thaarbøl,195,2,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
100415125806241,"Mette Reissmann - Folketingskandidat, Socialdemokratiet",Mette Reissmann,3566,23,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
100450595381496,Anne Sofie Stjernholm - byrådsmedlem,Anne Sofie Stjernholm,300,1,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,
100875285122355,Kristian Sandgaard Timmermann - Socialdemokratiet,Kristian Timmermann,156,1,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
101047869024996,Martin Jensen - Din lokale kandidat,Jane Hjermitslev Poulsen,218,1,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
101272095140798,Tomas Breddam,Tomas Breddam,130,1,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
101471368436440,Dennis A Jørgensen Region Sjælland,Dennis Jørgensen,758,3,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
101875815016312,Caroline Victoria Christensen,Caroline Victoria Christensen,134,2,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,
102472071927163,Simon Bauer,Simon Bauer,165,3,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
102514162425194,Frederik Vad,Nielsen Frederik Vad,38981,32,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
102868511541325,Socialdemokratiet RRO,"Socialdemokratisk Partiforening for Røsnæs, Raklev og omegn",1238,2,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
103537711688868,Sofie De Bretteville Olsen,Eriksen Simon Bjørnholdt,1750,2,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,
103844018497097,Halima Elabassi,Halima Elabassi,1459,8,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,
103894215328477,Jesper Larsen Byrådsmedlem Sønderborg Kommune 2022-2025,Jesper Larsen,183,4,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
104051241982782,Fie Hækkerup,Fie Thorsted Hækkerup,24228,38,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,
104553298287225,Allan Andersen - Politiker,Allan Andersen - Politiker,300,2,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
106238368667069,Lasse Haugaard Pedersen i Folketinget,Pedersen Lasse Haugaard,3682,11,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
107404618828462,Michael Perch,Michael Perch,515,1,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
107577065102777,Anna Thusgård,Anna Thusgård Rørstrøm,15678,39,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
107710495261482,Sebastian Schwartz,Sebastian Schwartz,2021,6,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
108711254383534,Mads Madsen Henriksen,Mads Madsen Henriksen,15004,7,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
109186765117833,Lars Werge - Politiker,Lars Werge Andersen,485,1,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
109351287351454,Nikolaj Lykke Vad,Nikolaj Lykke Vad,146,2,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
109899075117401,"Thorkild Holmboe-Hay, Folketingskandidat Lolland-Falster",Thorkild Holmboe-Hay,70227,25,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
110566348364597,Nikoline Prehn - Folketingskandidat,Laurits Wulff Holm,11129,47,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
115614388597922,Socialdemokratiet i Middelfart Kommune,Socialdemokratiet i Middelfart Kommune,333,5,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
117286478282546,Kaare Dybvad Bek,Socialdemokratiet Holbæk,8771,9,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
121774257973219,"Jonas Ring Madsen, Gruppeformand for Socialdemokratiet. Solrød Byråd",Madsen Jonas Ring,485,1,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
125755924132043,Socialdemokratiet i Gladsaxe,Andersen Henrik,320,3,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
130414357583538,Paw Østergaard Jensen -den politiske håndværker,These ads ran without a disclaimer,346,1,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
130494840642224,Mette Gjerskov - Socialdemokratiet,Mette Gjerskov - Socialdemokratiet,2638,20,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
131559313586863,Morten Bødskov,Socialdemokratiet,29484,24,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
137685999659722,Jeppe Kofod,Socialdemokratiet i Ringsted,19789,26,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
142316415896803,Simon Kollerup,Socialdemokratiet - Simon Kollerup,95948,55,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
143882519070566,Jens Joel,Jens Joel,25191,16,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
148326242368088,Lars Gaardhøj,Socialdemokratiet Region Hovedstaden,4213,2,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
148368282440971,Gunvor Wibroe,Gunvor Wibroe,33032,15,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
155064488243915,Holger Schou Rasmussen,Jane Falster,210,2,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
155250601296949,Jesper Würtzen,Müller Johan Klingberg,911,1,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
159933657497144,Lars Møller Pedersen,Lars Pedersen,173,2,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
167902276696852,Thomas Monberg,Thomas Monberg Andersen,8808,28,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
171470109686552,Socialdemokratiet på Bornholm,Mikkel Holm Tved,3243,6,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
174823899220171,DSU Aarhus,DSU Aarhus,333,1,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
181106225260438,Yildiz Akdogan,Yildiz Akdogan,14365,26,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
190264547756813,Thomas Jensen,Thomas Jensen,28652,37,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
221303431294407,Socialdemokratiet i Hvidovre - stem personligt på Maria Durhuus,Mathilde Holmen,5250,26,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
223099558291164,Kasper Sand Kjær,Socialdemokratiet Ballerup,28476,43,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
229737453706271,Mogens Jensen,Socialdemokratiet,45123,19,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
252347094954938,Morten Ryom,Morten Ryom,6582,23,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
253692938327792,Bjørn Brandenborg,Søren Mortensen,7386,8,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
256910337770023,Lisbeth Lauritsen,Lisbeth Lauritsen,500,1,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,
262623614252425,Jørgen Hansen i regionsrådet,Niels Jørgen Hansen,330,1,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
270431402967189,Benny Engelbrecht,Engelbrecht Benny,57054,59,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
287814831337164,Jesper Petersen,Jesper Petersen,10215,21,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
291780644793452,Henrik Møller,"Socialdemokratiet, Helsingør Kredsen",27249,17,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
315126268991751,Camilla Fabricius,Camilla Fabricius,45640,58,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
329236874385098,Marianne Vind,Marianne Vind,294,2,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MEP'ere,,
332449670271618,Socialdemokraterne Thisted kommune,Mads Gravesen,837,5,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
338801822808894,Socialdemokratiet i Nordjylland,August Fisker Olesen,145,1,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
340189926157676,Jeppe Bruus,Jeppe Bruus,32483,10,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
341374972579958,Socialdemokratiet i Varde,Socialdemokratiet Varde,1200,10,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
346547929246195,Birgitte Vind,Casper Herbert Overgaard,7381,12,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
346547929246195,Birgitte Vind,Vind Birgitte,2616,4,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
354144841359670,Magnus Heunicke,Magnus Heunicke,6739,6,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
436838453062117,Steenf Socialdemokraterne Bornholm,Steen Frandsen,1381,9,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
438345126314990,Socialdemokratiet  i Kalundborg,Lars Mortensen,400,3,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
488884981178436,Socialdemokratiet Lejre,Burak Ulrik Ulucan,240,1,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
504549892949482,Mette Nielsen,Mette Nielsen,3210,15,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
526620377500921,Peter Hummelgaard,Peter Hummelgaard,9738,10,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
562897083824683,Socialdemokratiet Lolland,Jane Falster,500,3,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
580037588851386,Johan Müller,Müller Johan Klingberg,300,1,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,
633265460396003,Maria Gudme,Maria Gudme,23982,8,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
636149903071949,Sara Emil Baaring,Sara Emil Baaring,5649,2,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
636149903071949,Sara Emil Baaring,These ads ran without a disclaimer,355,1,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
737317713017734,Malte Larsen,Malte Larsen,20295,135,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
794749117332950,Charlotte Vincentz Petersen,Charlotte Petersen,140,1,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,
821993651187919,Flemming Møller Mortensen,Hans Christian Gørup Nielsen,3758,18,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
879906758810052,Annette Lind,Socialdemokratiet,9995,88,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
882324235203255,Matilde Powers,Socialdemokratiet i Egedalkredsen,12589,25,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
913997452023999,Socialdemokratiet i Rødovre,Socialdemokratiet Rødovre,534,2,Socialdemokratiet,Partiside,Rød blok,Partiside,Side,,,
1039840406189567,Morten Klessen,Klessen Morten,4479,10,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
1085388398186784,Rasmus Horn Langhoff,Rasmus Horn Langhoff,4533,18,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
1270322106394560,Theis Kylling Hommeltoft,Hommeltoft Theis Kylling,1593,6,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
1336984893024301,Iben Sønderup i Folketinget,Sønderup Iben,8856,15,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,,,FTV kandidat
1396459723941912,Christian Rabjerg Madsen,Madsen Christian Rabjerg,62759,68,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
1396986243876509,Anders Kronborg,Anders Kronborg,3862,9,Socialdemokratiet,Politiker,Rød blok,Mand,Side,MF'ere,,FTV kandidat
1418511451758028,Anne Paulin,Anne Borch Paulin,721,3,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
1418511451758028,Anne Paulin,Sarah Hindborg Olsen,431,1,Socialdemokratiet,Politiker,Rød blok,Kvinde,Side,MF'ere,,FTV kandidat
1421127531292549,Brian Bressendorff,Socialdemokratiet i Vordingborg,6590,5,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
1423571757858534,Miki Dam Larsen,Miki Dam Larsen,7176,11,Socialdemokratiet,Politiker,Rød blok,Mand,Side,,,FTV kandidat
