Page ID,Page name,Disclaimer,Parti,Amount spent (DKK),Number of ads in Library,Politiker eller Partiside,Køn,Profil eller side,Kategori,Partileder,FTV kandidat,Day,Blok
504310436316194,Laura Lindahl,Laura Lindahl,Konservative,2064,33,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Blå blok
525176704212570,Per Urban Olsen,Per Urban Olsen,Konservative,456,1,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
566443056754736,Egil F. Hulgaard - Politik,Peter Hojmark Trasborg,Konservative,1330,13,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Blå blok
674034729594774,Nikolaj Bøgh,Nikolaj Bøgh,Konservative,1229,7,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
683682235062292,Jens-Henrik Kirk,Kirk Jens-Henrik,Konservative,592,6,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
952334508116178,Søren Pape Poulsen,Søren Pape Poulsen,Konservative,14069,17,Politiker,Mand,Side,MF'ere,Partileder,FTV kandidat,20221021,Blå blok
1386155778286762,Konservative Ringkøbing-Skjern,Lennart Hildebrand Qvist,Konservative,380,5,Partiside,Partiside,Side,,,,20221021,Blå blok
1443657599057803,Niels Martin Viuff,Niels Martin Viuff,Konservative,961,10,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
1477361382543402,Merete Scheelsbeck,Scheelsbeck Merete Elizabeth,Konservative,2295,30,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Blå blok
1.54122E+15,Katarina Ammitzbøll,Katarina Ammitzboell,Konservative,274,10,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Blå blok
1852431041663532,Peter Stakemann,Det Konservative Folkeparti,Konservative,402,3,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
1.8956E+15,Charlotte Green,Jens-Ole Hesel,Konservative,598,6,Politiker,Kvinde,Side,,,,20221021,Blå blok
2079067062409423,Mona Juul,Juul Mona,Konservative,828,3,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Blå blok
102921128233450,KD - Aarhus Kommune,Frank Engdal,Kristendemokraterne,252,3,Partiside,Partiside,Side,,,,20221021,Blå blok
103160762433020,Ester Esmarch KD,Ester Esmarch,Kristendemokraterne,189,4,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Blå blok
104665415387809,Michelle West Folketingskandidat,Michelle West,Kristendemokraterne,791,2,Politiker,Kvinde,Side,,,,20221021,Blå blok
105379981699451,Jonas Røjkjær Laustsen - KD,KristenDemokraterne,Kristendemokraterne,216,1,Politiker,Mand,Side,,,,20221021,Blå blok
106230431548468,Birgit Jakobsen,Birgit Jakobsen,Kristendemokraterne,556,4,Politiker,Kvinde,Side,,,,20221021,Blå blok
116023864423098,Gert Dyrn KristenDemokraterne,Dyrn Gert,Kristendemokraterne,205,3,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
180658048629404,Kristendemokraterne,Kristendemokraterne,Kristendemokraterne,197,3,Partiside,Partiside,Side,Nationalt parti,,,20221021,Blå blok
204097578302129,Mirjam Fibiger Olesen - kandidat for KD,Mirjam Fibiger Olesen,Kristendemokraterne,200,2,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Blå blok
247534120499912,Jesper Housgaard - KD,Jesper Housgaard Petersen,Kristendemokraterne,214,3,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
531302376960785,Jens Kr. Mølby Folketingskandidat for KD,Nielsen Jens Kristian Mølby,Kristendemokraterne,130,1,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
581466148711116,Henrik Hjortshøj - KristenDemokraterne,Henrik Hjortshøj,Kristendemokraterne,239,2,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
2229332167280623,"Marianne Karlsmose, KD-politiker",Kristendemokraterne,Kristendemokraterne,690,3,Politiker,Kvinde,Side,,Partileder,FTV kandidat,20221021,Blå blok
107893513382,Liberal Alliances Ungdom,Liberal Alliances Ungdom,Liberal Alliance,499,1,Partiside,Partiside,Side,,,,20221021,Blå blok
100620235211199,Carl Andersen i Folketinget,Carl Andersen i Folketinget,Liberal Alliance,259,16,Politiker,Mand,Side,,,,20221021,Blå blok
100785782446073,Simon Karim Helledie - Liberal Alliance,Simon Karim Helledie,Liberal Alliance,1354,7,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
102834855411467,Peter Loft Liberal Alliance,Peter Sam Loft,Liberal Alliance,332,1,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
103276942425086,Lars Høyer Holmqvist - Folketingskandidat Liberal Alliance,Lars Hoyer Holmqvist,Liberal Alliance,185,25,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
105652505550626,Steffen W. Frølund,Steffen W. Frølund,Liberal Alliance,1935,34,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
106952222676974,Liberal Alliance,Liberal Alliance,Liberal Alliance,138976,146,Partiside,Partiside,Side,Nationalt parti,,,20221021,Blå blok
110777013721056,"Lars-Christian Brask, Liberal Alliance",Brask Lars-Christian,Liberal Alliance,547,4,Politiker,Mand,Side,,,,20221021,Blå blok
111543314804324,Martin Sibast Laugesen - Liberal Alliance,Martin Sibast Laugesen,Liberal Alliance,144,1,Politiker,Mand,Side,,,,20221021,Blå blok
118948271632865,Henrik Dahl,Henrik Dahl,Liberal Alliance,817,13,Politiker,Mand,Side,MF'ere,,,20221021,Blå blok
196469133697258,Liberal Alliance - Nordjylland,Liberal Alliance Nordjylland,Liberal Alliance,112,3,Partiside,Partiside,Side,,,,20221021,Blå blok
279900715782033,Steffen Larsen,Larsen Steffen,Liberal Alliance,414,5,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
546989505689609,Sólbjørg Jakobsen,Liberal Alliance Nordjylland,Liberal Alliance,1382,9,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Blå blok
635185493257674,Carsten Bach,Riis Carsten Bach,Liberal Alliance,706,6,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
671022293105597,Alex Vanopslagh,Alex Vanopslagh,Liberal Alliance,21669,60,Politiker,Mand,Side,MF'ere,Partileder,FTV kandidat,20221021,Blå blok
820070458166704,Nicolai Sandager - Liberal Alliance,Nicolai Sandager,Liberal Alliance,744,19,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
1469658016633937,Danny Malkowski,Danny Stuhr Malkowski,Liberal Alliance,971,13,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
1550318855207094,Jens Meilvang,Meilvang Jens,Liberal Alliance,3432,14,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
1638487316462005,Kim Bjoernstrup,Kim Bjoernstrup,Liberal Alliance,635,13,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
101070612695482,Lean Milo • Moderaterne,Lean Milo - Moderaterne,Moderaterne,1880,17,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
103493782327951,Tobias Grotkjær Elmstrøm,Tobias Grotkjær Elmstrøm,Moderaterne,2815,28,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
106140365096197,Michael Hertz,Michael Hertz,Moderaterne,3001,3,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
108273171366317,Moderaterne,Moderaterne,Moderaterne,5087,16,Partiside,Partiside,Side,Nationalt parti,,,20221021,Blå blok
110694135092888,Kenneth Bjerg Andersen - Folketingskandidat,Kenneth Bjerg Andersen,Moderaterne,171,6,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
111051074711032,Monika Rubin,Monika Afzali,Moderaterne,1935,7,Politiker,Kvinde,Side,,,,20221021,Blå blok
111197364946280,Kim Rasmussen,Kim Rasmussen,Moderaterne,387,16,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
112565907996376,Peter Have,Moderaterne,Moderaterne,1649,2,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
426514307462715,Benjamin Lindberg,Benjamin Henning Lindberg,Moderaterne,217,1,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
609268912419577,Jeppe Søe,Søe Jeppe,Moderaterne,595,2,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
1070819859727581,Erick Thürmer,Erick Thürmer,Moderaterne,111,4,Politiker,Mand,Side,,,,20221021,Blå blok
100343001690599,"Niels Peder Ravn, Nye Borgerlige København",Nye Borgerlige,Nye Borgerlige,1119,34,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
100343001690599,"Niels Peder Ravn, Nye Borgerlige København",Niels Peder Ravn,Nye Borgerlige,105,2,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
100352341813145,"Mogens Aaby - Folketingskandidat, Nye Borgerlige, Midt- og Vestjylland",Nye Borgerlige,Nye Borgerlige,704,36,Politiker,Mand,Side,,,,20221021,Blå blok
100588538904188,Kim Andkjær Doberck Nye Borgerlige,Kim Doberck,Nye Borgerlige,291,5,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
102502398586277,"Jens K. Lundager - Politiker, Nye Borgerlige",Jens Lundager,Nye Borgerlige,387,1,Politiker,Mand,Side,,,,20221021,Blå blok
103024345378846,Henriette Ergemann Nye Borgerlige,Jesper Høgedal,Nye Borgerlige,411,5,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Blå blok
109065231390109,Jan Køpke Christensen Nye Borgerlige,Jan Kopke Christensen,Nye Borgerlige,173,4,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
113158773469624,Pernille Vermund,Nye Borgerlige,Nye Borgerlige,5452,44,Politiker,Kvinde,Side,MF'ere,Partileder,FTV kandidat,20221021,Blå blok
131007633633768,Marianne Mørk Mathiesen,Marianne Mørk Mathiesen,Nye Borgerlige,236,1,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Blå blok
348747229200158,Mikkel Bjørn,Nye Borgerlige,Nye Borgerlige,1868,38,Politiker,Mand,Side,,,,20221021,Blå blok
348747229200158,Mikkel Bjørn,Sorensen Mikkel Bjorn Roland,Nye Borgerlige,400,9,Politiker,Mand,Side,,,,20221021,Blå blok
398454550257699,Lars Boje Mathiesen,Nye Borgerlige,Nye Borgerlige,7874,46,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Blå blok
533374726861312,Kim Edberg Andersen,Nye Borgerlige,Nye Borgerlige,1367,39,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
638113892944657,Jan Bigum Warming,Jan Warming,Nye Borgerlige,1917,13,Politiker,Mand,Side,,,,20221021,Blå blok
646746285466931,Nye Borgerlige,Nye Borgerlige,Nye Borgerlige,128,1,Partiside,Partiside,Side,Nationalt parti,,,20221021,Blå blok
718327901589937,Mette Thiesen,Nye Borgerlige,Nye Borgerlige,1858,37,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Blå blok
1104790642968068,Peter Seier Christensen,Nye Borgerlige,Nye Borgerlige,1148,34,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Blå blok
1104790642968068,Peter Seier Christensen,Peter Seier Christensen,Nye Borgerlige,578,8,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Blå blok
1392451360871381,Claus Bøgh Svenningsen,Svenningsen Claus Bogh,Nye Borgerlige,194,9,Politiker,Mand,Side,,,FTV kandidat,20221021,Blå blok
1506662992747146,Ulla Kokfelt,Nye Borgerlige,Nye Borgerlige,621,38,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Blå blok
12458150929,Radikale Venstre,Radikale Venstre,Radikale Venstre,1592,20,Partiside,Partiside,Side,Nationalt parti,,,20221021,Rød blok
110201045154,Hovedstadens Radikale Venstre,Hovedstadens Radikale Venstre,Radikale Venstre,635,22,Partiside,Partiside,Side,,,,20221021,Rød blok
100297329347407,Peter Zinckernagel,Peter Zinckernagel,Radikale Venstre,561,5,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
101564562484880,Steffen Helledie,Steffen Holme Helledie,Radikale Venstre,296,9,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
104015216329806,Christian Holm Donatzky - Radikale Venstre,Christian Holm Donatzky,Radikale Venstre,453,10,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
106274738631336,Klaus Bondam - Radikale Venstre,Martin Paludan,Radikale Venstre,1583,8,Politiker,Mand,Side,,,,20221021,Rød blok
112069957010051,Kim Lei-Jensen,Kim Lei-Jensen,Radikale Venstre,266,1,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
116643481027130,Brian Køster - Radikale Venstre,Brian Køster,Radikale Venstre,266,20,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
116815188998165,Tine Hessner - Politiker - Radikale Venstre,Hessner Tine,Radikale Venstre,113,3,Politiker,Kvinde,Side,,,,20221021,Rød blok
127344360615074,Zenia Stampe,Zenia Stampe,Radikale Venstre,5259,15,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
132364993978468,Andreas Steenberg,Andreas Steenberg,Radikale Venstre,4013,82,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
144514992317873,Christian Friis Bach,Johannes Vestergaard,Radikale Venstre,1455,4,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
150628998315242,Marie Kampmann,Marie Kampmann,Radikale Venstre,183,2,Politiker,Kvinde,Side,,,,20221021,Rød blok
170821413115387,Rune Christiansen - Radikale Venstre,Christiansen Rune,Radikale Venstre,458,4,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
171415843027399,Christina Thorholm,Christina Thorholm,Radikale Venstre,343,6,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
276817062372351,Lotte Rod,Lotte Rod,Radikale Venstre,119,2,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
337594876360078,Daniel Nyboe Andersen,Andersen Daniel Nyboe,Radikale Venstre,385,11,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
348713338478849,Samira Nawa,Samira Nawa,Radikale Venstre,1314,6,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
447217575331947,Martin Lidegaard,Martin Lidegaard,Radikale Venstre,457,4,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
450964118689253,"Susan Kronborg, Radikale Venstre",Susan Nielsen,Radikale Venstre,180,3,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
810476755802044,Kathrine Olldag,Olldag Kathrine,Radikale Venstre,376,2,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
1377441749244487,Rasmus Helveg Petersen,Rasmus Helveg Petersen,Radikale Venstre,231,6,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
1672424246120349,Esat Sentürk,Esat Senturk,Radikale Venstre,166,6,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
1791759817712146,Katrine Robsøe,Robsøe Katrine Kjaer,Radikale Venstre,109,3,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
41459763029,Socialdemokratiet,Socialdemokratiet,Socialdemokratiet,57547,106,Partiside,Partiside,Side,Nationalt parti,,,20221021,Rød blok
57497067718,Mette Frederiksen,Socialdemokratiet,Socialdemokratiet,20662,14,Politiker,Kvinde,Side,MF'ere,Partileder,FTV kandidat,20221021,Rød blok
126084211821,Danmarks Socialdemokratiske Ungdom (DSU),Danmarks Socialdemokratiske Ungdom,Socialdemokratiet,637,2,Partiside,Partiside,Side,,,,20221021,Rød blok
133121536016,Kim Eskesen,Kim Eskesen,Socialdemokratiet,197,5,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
100282381897734,Frederik Enevoldsen i Folketinget,Frederik Valdemar Brondahl Enevoldsen,Socialdemokratiet,1594,6,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
102514162425194,Frederik Vad,Nielsen Frederik Vad,Socialdemokratiet,1525,7,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
104051241982782,Fie Hækkerup,Fie Thorsted Hækkerup,Socialdemokratiet,891,12,Politiker,Kvinde,Side,,,,20221021,Rød blok
106238368667069,Lasse Haugaard Pedersen i Folketinget,Pedersen Lasse Haugaard,Socialdemokratiet,185,4,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
107577065102777,Anna Thusgård,Anna Thusgård Rørstrøm,Socialdemokratiet,391,24,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
108711254383534,Mads Madsen Henriksen,Mads Madsen Henriksen,Socialdemokratiet,382,4,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
109899075117401,"Thorkild Holmboe-Hay, Folketingskandidat Lolland-Falster",Thorkild Holmboe-Hay,Socialdemokratiet,2725,6,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
110566348364597,Nikoline Prehn - Folketingskandidat,Laurits Wulff Holm,Socialdemokratiet,395,10,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Rød blok
130494840642224,Mette Gjerskov - Socialdemokratiet,Mette Gjerskov - Socialdemokratiet,Socialdemokratiet,143,3,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
131559313586863,Morten Bødskov,Socialdemokratiet,Socialdemokratiet,735,14,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
142316415896803,Simon Kollerup,Socialdemokratiet - Simon Kollerup,Socialdemokratiet,5028,13,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
143882519070566,Jens Joel,Jens Joel,Socialdemokratiet,195,6,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
148368282440971,Gunvor Wibroe,Gunvor Wibroe,Socialdemokratiet,518,2,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Rød blok
167902276696852,Thomas Monberg,Thomas Monberg Andersen,Socialdemokratiet,286,3,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
171470109686552,Socialdemokratiet på Bornholm,Mikkel Holm Tved,Socialdemokratiet,140,1,Partiside,Partiside,Side,,,,20221021,Rød blok
181106225260438,Yildiz Akdogan,Yildiz Akdogan,Socialdemokratiet,104,1,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Rød blok
190264547756813,Thomas Jensen,Thomas Jensen,Socialdemokratiet,390,9,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
221303431294407,Socialdemokratiet i Hvidovre - stem personligt på Maria Durhuus,Mathilde Holmen,Socialdemokratiet,105,3,Partiside,Partiside,Side,,,,20221021,Rød blok
223099558291164,Kasper Sand Kjær,Socialdemokratiet Ballerup,Socialdemokratiet,668,7,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
229737453706271,Mogens Jensen,Socialdemokratiet,Socialdemokratiet,752,9,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
252347094954938,Morten Ryom,Morten Ryom,Socialdemokratiet,327,15,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
270431402967189,Benny Engelbrecht,Engelbrecht Benny,Socialdemokratiet,2353,30,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
287814831337164,Jesper Petersen,Jesper Petersen,Socialdemokratiet,313,4,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
291780644793452,Henrik Møller,"Socialdemokratiet, Helsingør Kredsen",Socialdemokratiet,1360,8,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
315126268991751,Camilla Fabricius,Camilla Fabricius,Socialdemokratiet,839,16,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
346547929246195,Birgitte Vind,Casper Herbert Overgaard,Socialdemokratiet,388,2,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
346547929246195,Birgitte Vind,Vind Birgitte,Socialdemokratiet,110,1,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
526620377500921,Peter Hummelgaard,Peter Hummelgaard,Socialdemokratiet,322,1,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
737317713017734,Malte Larsen,Malte Larsen,Socialdemokratiet,512,19,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
821993651187919,Flemming Møller Mortensen,Hans Christian Gørup Nielsen,Socialdemokratiet,129,3,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
882324235203255,Matilde Powers,Socialdemokratiet i Egedalkredsen,Socialdemokratiet,358,8,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Rød blok
1085388398186784,Rasmus Horn Langhoff,Rasmus Horn Langhoff,Socialdemokratiet,213,4,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
1336984893024301,Iben Sønderup i Folketinget,Sønderup Iben,Socialdemokratiet,260,1,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Rød blok
1396459723941912,Christian Rabjerg Madsen,Madsen Christian Rabjerg,Socialdemokratiet,3385,34,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
1423571757858534,Miki Dam Larsen,Miki Dam Larsen,Socialdemokratiet,314,3,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
1458354184437993,Nicolai Wammen,Socialdemokratiet,Socialdemokratiet,1719,12,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
1461584187395053,Kasper Roug,Kasper Roug,Socialdemokratiet,276,5,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
1533981276841327,Daniel Toft Jakobsen,Jakobsen Daniel Toft,Socialdemokratiet,128,1,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
1671783193123628,Dorthe Hindborg Folketingskandidat for S for Skanderborg-Odder-Samsø,Hindborg Dorthe,Socialdemokratiet,127,1,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Rød blok
1675976205990131,Rasmus Stoklund,Holm-Nielsen Rasmus Stoklund,Socialdemokratiet,1228,3,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
1692293757749735,Tanja Larsson - Socialdemokratiet,Tanja Larsson,Socialdemokratiet,187,3,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
26531882197,Peter Westermann,Westermann Peter,Socialistisk Folkeparti,156,14,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
30196574028,Serdal Benli,Serdal Benli,Socialistisk Folkeparti,1214,15,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
49348971479,Pia Olsen Dyhr,SF,Socialistisk Folkeparti,18315,68,Politiker,Kvinde,Side,MF'ere,Partileder,FTV kandidat,20221021,Rød blok
69985338410,Jacob Mark,SF,Socialistisk Folkeparti,3952,16,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
74796954245,SF,SF,Socialistisk Folkeparti,5553,50,Partiside,Partiside,Side,Nationalt parti,,,20221021,Rød blok
113555862534,SF Ungdom,SF Ungdom,Socialistisk Folkeparti,292,12,Partiside,Partiside,Side,,,,20221021,Rød blok
145989963343,Lise Müller,SF,Socialistisk Folkeparti,116,14,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Rød blok
100339911865166,Niels Haxthausen,Haxthausen Niels Ulrik,Socialistisk Folkeparti,326,3,Politiker,Mand,Side,,,,20221021,Rød blok
100412015485591,Melina Andersen - SF,Melina Kathrine Andersen,Socialistisk Folkeparti,502,6,Politiker,Kvinde,Side,,,,20221021,Rød blok
100553324882964,Theresa Berg Andersen,SF,Socialistisk Folkeparti,377,4,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
100825692030878,Sadek Al-Amood,Socialistisk Folkeparti,Socialistisk Folkeparti,195,2,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
101254688998213,Niels Kristian Larsen - Folketingskandidat,Niels Kristian L Rahbek Larsen,Socialistisk Folkeparti,136,1,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
103099158578248,Jeanne Bergmansen // SF Roskilde,Socialistisk Folkeparti,Socialistisk Folkeparti,498,3,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Rød blok
106156028731225,Mads Olsen,Mads Bruun Buch Olsen,Socialistisk Folkeparti,755,3,Politiker,Mand,Side,,,,20221021,Rød blok
107242814523761,Meritta Bjerregaard - folketingskandidat,Meritta Bjerregaard,Socialistisk Folkeparti,102,2,Politiker,Kvinde,Side,,,,20221021,Rød blok
108458340866774,David Dam Jensen,SF Esbjerg,Socialistisk Folkeparti,317,11,Politiker,Mand,Side,,,,20221021,Rød blok
110272581108922,"Søren Lahn Sloth, SF",SF Favrskov,Socialistisk Folkeparti,736,9,Politiker,Mand,Side,,,,20221021,Rød blok
116061635098137,Karina Lorentzen Dehnhardt,SF,Socialistisk Folkeparti,1252,13,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
207867859816558,Astrid Carøe,Astrid Carøe Rasmussen,Socialistisk Folkeparti,306,2,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
213461659232038,Marianne Bigum,SF,Socialistisk Folkeparti,219,7,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Rød blok
215204092326768,Charlotte Vindeløv,Vindeløv Charlotte,Socialistisk Folkeparti,493,2,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Rød blok
323452711195305,Rasmus Nordqvist,SF,Socialistisk Folkeparti,473,3,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
323782467803321,Carl Valentin,SF,Socialistisk Folkeparti,3189,11,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
350242375125258,Signe Munk,SF,Socialistisk Folkeparti,1211,10,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
444780689021706,Balder Mørk Andersen,Andersen Balder Mørk,Socialistisk Folkeparti,153,3,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
470433920022890,Nanna Bonde,Ottosen Nanna Bonde,Socialistisk Folkeparti,929,19,Politiker,Kvinde,Side,,,FTV kandidat,20221021,Rød blok
516525765382591,Claus Jørgensen,Jørgensen Claus,Socialistisk Folkeparti,445,5,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
533473053404125,SF København,Steenberger Rasmus Rune,Socialistisk Folkeparti,610,3,Partiside,Partiside,Side,,,,20221021,Rød blok
543881642649343,Troels Stru Schmidt,Schmidt Troels Stru,Socialistisk Folkeparti,461,1,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
1246666085407861,Karsten Hønge,SF,Socialistisk Folkeparti,2597,14,Politiker,Mand,Side,MF'ere,,FTV kandidat,20221021,Rød blok
1282577791766364,Kirsten Normann Andersen,SF,Socialistisk Folkeparti,984,6,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
1458747490881892,Sofie Lippert,SF,Socialistisk Folkeparti,206,4,Politiker,Kvinde,Side,,,,20221021,Rød blok
1481743381888589,Jens Skov SF Egedal,Jens Skov,Socialistisk Folkeparti,1141,3,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
1522101171358705,Rasmus Henriksen,Henriksen Rasmus Peter,Socialistisk Folkeparti,222,5,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
1.55906E+15,Lisbeth Bech-Nielsen,SF,Socialistisk Folkeparti,597,9,Politiker,Kvinde,Side,MF'ere,,FTV kandidat,20221021,Rød blok
1870254929858136,Sigurd Agersnap,Sigurd Agersnap,Socialistisk Folkeparti,831,3,Politiker,Mand,Side,,,FTV kandidat,20221021,Rød blok
